测试频道,#genre#
卫视电影台,p2p://ns2.hellotvvod.com:9906/0c8695bb13dd46ccab6204aeb8d99660.ts
东森电影台,p2p://ns2.hellotvvod.com:9906/b4fb194ef467469089f2c5a267732db1.ts
纬来电影台,p2p://ns2.hellotvvod.com:9906/0f6c8c9d848f42509265449148c9b5ed.ts
龙祥电影,p2p://ns2.hellotvvod.com:9906/b55f3db64b8548d7967475fc4133128a.ts
HBO,p2p://ns2.hellotvvod.com:9906/94b11544b21e46efa1c31abd6f7c7d01.ts
东森洋片台,p2p://ns2.hellotvvod.com:9906/8a6ad59eb9784dcdb0cbcfcd5c71c885.ts
AXN,p2p://ns2.hellotvvod.com:9906/1a17dbeb9d13489e976378d854d8fc46.ts
好莱坞电影台,p2p://ns2.hellotvvod.com:9906/2dfb16e52f4f475f9bd8103e6d490d82.ts
CINEMAX,p2p://ns2.hellotvvod.com:9906/d3a60ef0ff3646b286b421b528b75a41.ts
纬来日本,p2p://ns2.hellotvvod.com:9906/45e1f7d77e154dfc9d3b85fbf67070c7.ts
FOX,p2p://ns2.hellotvvod.com:9906/9a27246a05f0460aace2b0ee34318714.ts
龙华偶像,p2p://ns2.hellotvvod.com:9906/abc4f95d1ba14b8882d426f893b04afa.ts
达文西频道,p2p://ns2.hellotvvod.com:9906/54e25d140c584352a4bb4a0494e8532b.ts
OUTDOOR,p2p://ns2.hellotvvod.com:9906/16c810c52f0241da86d0a6af3c2902a6.ts
HBO强档巨献,p2p://ns2.hellotvvod.com:9906/041b53b8ec0c4ca1906af705429e25c7.ts
HBO原创巨献,p2p://ns2.hellotvvod.com:9906/4abbee6d3c1b4d549c4b2a7ad523f1f2.ts
罪案侦缉频道,p2p://ns2.hellotvvod.com:9906/238e8f5257e74ba0af4fd1c9f13b1468.ts
LoveNature,p2p://ns2.hellotvvod.com:9906/570e8fcd977c4314b9697c3a65449043.ts
三立综合台,p2p://ns2.hellotvvod.com:9906/390fdd768d914d26ad557ec08b108381.ts
纬来精采,p2p://ns2.hellotvvod.com:9906/923d18f7e9b2473989bb3ed5b77b0b7e.ts
三立戏剧台,p2p://ns2.hellotvvod.com:9906/6cb555e0a42a406b87cb9783c947221a.ts
龙华戏剧,p2p://ns2.hellotvvod.com:9906/11953967a0694814a978634d622302fd.ts
靖天戏剧台,p2p://ns2.hellotvvod.com:9906/c8c22f8e41c440de979ab1866ab8aadd.ts
靖洋戏剧台,p2p://ns2.hellotvvod.com:9906/f6c4e8c9b99b49edb052a710b7b05ddb.ts
靖天日本台,p2p://ns2.hellotvvod.com:9906/076018c0cf824ebca4f045d3071dd49a.ts
美亚电影台HD,p2p://ns2.hellotvvod.com:9906/893a1a9d8b3a4efa8b26e0e89f996bb5.ts
龙华电影,p2p://ns2.hellotvvod.com:9906/4e4a6dfb40434065ae80a2208067b240.ts
星卫HD电影台,p2p://ns2.hellotvvod.com:9906/17fb38b579b24857a6986151ffe97155.ts
靖天映画,p2p://ns2.hellotvvod.com:9906/7db4ae89bfcf48489bd771f267956d2d.ts
靖天电影台,p2p://ns2.hellotvvod.com:9906/e49a703ff9d9475ead50fd0dc0ec5822.ts
StarMoviesHD,p2p://ns2.hellotvvod.com:9906/62d982bc92164500bb1adace0b014a48.ts
AMC最爱电影,p2p://ns2.hellotvvod.com:9906/530ac42ca30b46389a49c84d7959d867.ts
HBOFamily,p2p://ns2.hellotvvod.com:9906/966b8b6180bf4cf985f4354d7785ef59.ts
CatchPlay电影台,p2p://ns2.hellotvvod.com:9906/dc2750b71e9743dd8b482a095cfc9149.ts
CinemaWorld,p2p://ns2.hellotvvod.com:9906/d98b4d3fc06c47a1a5b8fce1f15d4423.ts
壹电视电影台,p2p://ns2.hellotvvod.com:9906/beb1bbbd79074875a11ae947efbdf060.ts
采昌影剧台,p2p://ns2.hellotvvod.com:9906/fddaeb203e7942729e7cded71033db09.ts
EYETV戏剧台,p2p://ns2.hellotvvod.com:9906/d37e5f14233e4684b2ddb0d64a16f9b1.ts
爱尔达综合台,p2p://ns2.hellotvvod.com:9906/fde9f07931c64b8caeeda596835d9cd7.ts
爱尔达影剧台,p2p://ns2.hellotvvod.com:9906/2b6029ef5df04344b29a421937f3600f.ts
三立台湾台(备),p2p://ns2.hellotvvod.com:9906/7726589c225044d4a4f0b75d22e91e79.ts
影迷数位电影台,p2p://ns2.hellotvvod.com:9906/f0c6fb0ff86a40b0bc9e752e11ea9977.ts
HKC电影台,p2p://ns2.hellotvvod.com:9906/ad3cebc4242c4692a543a27f8113b932.ts
凤凰电影台,p2p://ns2.hellotvvod.com:9906/018809680fcd4d3190c0a7d0a52bda0d.ts
Thrill,p2p://ns2.hellotvvod.com:9906/fc0e5104ec3e4538ba37978d4980b662.ts
爆谷台,p2p://ns2.hellotvvod.com:9906/949dadb069e54de5884c8bbf6b99a0c6.ts
美亚电影台(粤语),p2p://ns2.hellotvvod.com:9906/fd518901a6004bd4806b2c0208ff262f.ts
SUNTV,p2p://ns2.hellotvvod.com:9906/f39aaf65fe434fd4b777b6f402f0346c.ts
天映频道,p2p://ns2.hellotvvod.com:9906/98c052e1f47c41809e5843606651a238.ts
天映经典,p2p://ns2.hellotvvod.com:9906/bc4dde1c687443fab401035028433099.ts
WARNERTV,p2p://ns2.hellotvvod.com:9906/47a927d2deef452fb33a7f979951395f.ts
tvNMoviesHD,p2p://ns2.hellotvvod.com:9906/d5e30882d3e54bc59f0334727e42dd7b.ts
AXN亚洲,p2p://ns2.hellotvvod.com:9906/b7285b85f2e040bfab9ef86c89e1e357.ts
BOO,p2p://ns2.hellotvvod.com:9906/e5031f7bada04e3e963515d2fabbff67.ts
StarVijay,p2p://ns2.hellotvvod.com:9906/9afeec1397c34068ab0c5bea50bca388.ts
BollyOne,p2p://ns2.hellotvvod.com:9906/6af79b14095d482d9a19ba6c5f8d3fb8.ts
HITSMovies,p2p://ns2.hellotvvod.com:9906/4ed417cb125047bc944c7baef1162752.ts
SHOWCASEMOVIES,p2p://ns2.hellotvvod.com:9906/920dc41abf614bf5a65d6e1edb15e896.ts
HorseRacing89,p2p://ns2.hellotvvod.com:9906/249f675c6841495cb0c53420e9cd86d8.ts
OCNMovies,p2p://ns2.hellotvvod.com:9906/91043dcb39fb46cc903dba3d5a696451.ts
超视,p2p://ns2.hellotvvod.com:9906/d5d68c88fb5444f39dffe03bb0578194.ts
中天综合台,p2p://ns2.hellotvvod.com:9906/091b28e656ac4dfa88bb29930d2a606a.ts
中天娱乐台,p2p://ns2.hellotvvod.com:9906/7e9659e143af4752948ce15d490ae634.ts
民视,p2p://ns2.hellotvvod.com:9906/37145737789d420887f8c9b232d0d849.ts
人间卫视,p2p://ns2.hellotvvod.com:9906/b9b7d8e98cb24f7e99f522cbb389c6f6.ts
台视,p2p://ns2.hellotvvod.com:9906/17bf2a1a7d3a4173bd05f73dc2f9d789.ts
大爱,p2p://ns2.hellotvvod.com:9906/9b257d4c559647859ba52b7559707234.ts
中视,p2p://ns2.hellotvvod.com:9906/0367ffc514664e84afd4636d8d6e860c.ts
霹雳台湾台,p2p://ns2.hellotvvod.com:9906/42dfe073dae34b14a078cde546fba306.ts
华视,p2p://ns2.hellotvvod.com:9906/7193c88128364de79b3105ad216d0346.ts
公视,p2p://ns2.hellotvvod.com:9906/02024947c1e44447aebe6a07f14901a9.ts
公视台语台,p2p://ns2.hellotvvod.com:9906/f39a590a110d4fdabf8b31bf39880362.ts
好消息,p2p://ns2.hellotvvod.com:9906/e7bd8d45ecd24fa2856bea6823029793.ts
原住民电视台,p2p://ns2.hellotvvod.com:9906/d1e5184668464083ba1deab0b49434bb.ts
客家电视台,p2p://ns2.hellotvvod.com:9906/341a6c5aee1e44a88d4503582dd5537c.ts
TVBS欢乐台,p2p://ns2.hellotvvod.com:9906/521f6d66cd58414ab968ddc75d7dbc2d.ts
高点综合台,p2p://ns2.hellotvvod.com:9906/001876c6c3684490816cf650767f13a8.ts
TVBS,p2p://ns2.hellotvvod.com:9906/d1bdb5f9c9254278b6d11b52ed1ff945.ts
纬来育乐台,p2p://ns2.hellotvvod.com:9906/0fd41b1db97244be9f875bac0ba93b49.ts
国兴卫视,p2p://ns2.hellotvvod.com:9906/2a6d724e50124559a6a5624fb0cb8acd.ts
八大娱乐台,p2p://ns2.hellotvvod.com:9906/9d290db0568b4f318dcf41edc3bb95c2.ts
公视3台,p2p://ns2.hellotvvod.com:9906/aea90a146e5f4b2e8f75fe120374c0c6.ts
大爱2台,p2p://ns2.hellotvvod.com:9906/4cdebea612d3484db9eeae3cf54e679f.ts
ELTV生活英语台,p2p://ns2.hellotvvod.com:9906/fc2f9a0a17c944538653535c31391482.ts
国会频道1,p2p://ns2.hellotvvod.com:9906/8dab2add296845ee9d940167b1c42cd1.ts
国会频道2,p2p://ns2.hellotvvod.com:9906/6fa8f6c32af642c1a8d9953f6118bff7.ts
CLASSICA古典乐,p2p://ns2.hellotvvod.com:9906/308680a1d8814388a0bd9197f7f77e7a.ts
LUXETV,p2p://ns2.hellotvvod.com:9906/de135697629e4ac3913049b4f3e377e3.ts
KLT-靖天国际台,p2p://ns2.hellotvvod.com:9906/c46a12c1181d4a9bb62b95c066be87db.ts
HGTV居家乐活频道,p2p://ns2.hellotvvod.com:9906/f242fcf6e5844d9dacdc24348652192b.ts
好消息2台,p2p://ns2.hellotvvod.com:9906/c8d01f5fcf614c2189d9fe821be583dd.ts
靖天资讯台,p2p://ns2.hellotvvod.com:9906/1dfbce25ede84e44bb738acdd0f3793a.ts
靖天综合台,p2p://ns2.hellotvvod.com:9906/d4cba5b06abf48e8aba1bb98ab0f1f7c.ts
靖天育乐台,p2p://ns2.hellotvvod.com:9906/2a4daa90c3db441abfed716e76f8d32f.ts
中视经典台,p2p://ns2.hellotvvod.com:9906/e49743a838f94e71b197321067d75444.ts
中视菁采台,p2p://ns2.hellotvvod.com:9906/e0957ba485d04412809eb22bf919f31c.ts
TVBS精采台,p2p://ns2.hellotvvod.com:9906/c254c362efcd4043bd76c63c9e066c2b.ts
壹电视综合,p2p://ns2.hellotvvod.com:9906/35695f6618304279906d5ede523c7ce8.ts
ETtoday综合台,p2p://ns2.hellotvvod.com:9906/5e09cca699a342a1b03c6253d4a8f331.ts
民视第一台,p2p://ns2.hellotvvod.com:9906/da5723314b9d4c248998f7f534e226a2.ts
民视台湾台,p2p://ns2.hellotvvod.com:9906/17daf026ffcc41d1af9b45baa3e7d4d3.ts
NiceTV靖天欢乐台,p2p://ns2.hellotvvod.com:9906/b3204286a562469bb82a157b9e19a295.ts
八大优频道,p2p://ns2.hellotvvod.com:9906/f160f8b7b8c54fccb47fe5b3301aac2a.ts
星卫娱乐台,p2p://ns2.hellotvvod.com:9906/a0ffb629e01d4efdba7f240f74347f36.ts
佛卫慈悲台,p2p://ns2.hellotvvod.com:9906/3c8a3ea66be84c52b0babe5fcb792168.ts
台视财经台,p2p://ns2.hellotvvod.com:9906/7f4245fab21f44d4a01a9672c5d07e06.ts
民视(备),p2p://ns2.hellotvvod.com:9906/6f3f4b5b7e3d4c809c84791f836e1785.ts
卫视中文台,p2p://ns2.hellotvvod.com:9906/b132b9bc6b894901a8f02ca78a458dbb.ts
中天亚洲台,p2p://ns2.hellotvvod.com:9906/836812281d2c47ce93f3ac8c3177be50.ts
东森亚洲卫视,p2p://ns2.hellotvvod.com:9906/cb5d07e7d7494b588832a72fc666ab44.ts
HKC直播新闻台,p2p://ns2.hellotvvod.com:9906/5878f89454a34cdeac2e6aa376f2db49.ts
壹电视新闻台,p2p://ns2.hellotvvod.com:9906/4954485619a54ecfb641577546d8a591.ts
年代新闻,p2p://ns2.hellotvvod.com:9906/0dfd916cb908440b9b5b5b63937ab71c.ts
东森新闻台,p2p://ns2.hellotvvod.com:9906/f3c4a637dc624604b55aa845bc6c4a74.ts
中天新闻台,p2p://ns2.hellotvvod.com:9906/d7b448374c7e40898a515421389f97d4.ts
民视新闻台,p2p://ns2.hellotvvod.com:9906/0b0cb3a6e5534a4c8c32eada573dcbd7.ts
三立新闻台,p2p://ns2.hellotvvod.com:9906/f5d15422e1544fbba550e25d5406ed0b.ts
TVBS新闻台,p2p://ns2.hellotvvod.com:9906/e0ceb76e8d45451c9d51d1fa9756cebf.ts
东森财经新闻台,p2p://ns2.hellotvvod.com:9906/d0cfcb735f504ddf821a4efc4e0a05a7.ts
非凡新闻台,p2p://ns2.hellotvvod.com:9906/ccca1ca6bb3c4af4a89e13cbbb309f91.ts
三立iNEWS,p2p://ns2.hellotvvod.com:9906/7784c17b784c4c789b732b29cbe46d45.ts
非凡商业台,p2p://ns2.hellotvvod.com:9906/30277b56d25041b286d48fcf7fed46f5.ts
中视新闻台,p2p://ns2.hellotvvod.com:9906/90d6ebc9e5634a7ea208d32d8b875eac.ts
寰宇新闻台,p2p://ns2.hellotvvod.com:9906/70d6351ba1004623afb5177c203f44fc.ts
华视新闻,p2p://ns2.hellotvvod.com:9906/f61ea6512058435fb78786042b1bcf4b.ts
NHK新闻资讯台,p2p://ns2.hellotvvod.com:9906/ea5d23df05554943ad247fea9ce336cc.ts
台视新闻台,p2p://ns2.hellotvvod.com:9906/546c0a650bc2463a8d0da2056198fd63.ts
寰宇新闻台湾台,p2p://ns2.hellotvvod.com:9906/451a05bbd7a44ec6b64a892e9d3679a4.ts
HKC直播新闻台,p2p://ns2.hellotvvod.com:9906/5878f89454a34cdeac2e6aa376f2db49.ts
SkyNews,p2p://ns2.hellotvvod.com:9906/57df836f89bb496481845cdd638301af.ts
ABCAustralia,p2p://ns2.hellotvvod.com:9906/89ad8233011348deb7c6990dd601db4b.ts
Euronews,p2p://ns2.hellotvvod.com:9906/f85f3e728f3147de91b36152e3654ec0.ts
FoxNews,p2p://ns2.hellotvvod.com:9906/a38c7d4ad78f4f888628b30efc7ae213.ts
NBT,p2p://ns2.hellotvvod.com:9906/74d7443413d3477f9d96e36b92b5db22.ts
VoiceTV,p2p://ns2.hellotvvod.com:9906/68b78f0f3d6a4e22a2da0054976c7c58.ts
TopNews,p2p://ns2.hellotvvod.com:9906/6d9b38da79db41d891d69ea29f387a50.ts
CNBCAwaaz,p2p://ns2.hellotvvod.com:9906/8c21569427bf4714b3c99a01f1aa685f.ts
HKC体育台,p2p://ns2.hellotvvod.com:9906/69318c0a11724f84b52531c62fbb9afc.ts
BBCWorldNews,p2p://ns2.hellotvvod.com:9906/a7e03031ab1b4dc48a611cce0c8bdf4c.ts
纬来体育台,p2p://ns2.hellotvvod.com:9906/406c56cf940e411d86965c770c4a0d99.ts
ELEVEN体育1台,p2p://ns2.hellotvvod.com:9906/cd9530b6c34749439e961cd52d2fef00.ts
爱尔达体育1台(备),p2p://ns2.hellotvvod.com:9906/028186b80ee742baa3b0c3ba1ca6f013.ts
爱尔达体育2台(备),p2p://ns2.hellotvvod.com:9906/e7517c796ed04f4295d6b977ea0250cd.ts
爱尔达体育3台(备),p2p://ns2.hellotvvod.com:9906/70405affe0e641888de5f0c71b8558ca.ts
TRACESportStars,p2p://ns2.hellotvvod.com:9906/e720bd96cd044e1781116d8d426f59e3.ts
博斯高球,p2p://ns2.hellotvvod.com:9906/b3ef79868e3e486595c9d24a22e48261.ts
博斯高球二台,p2p://ns2.hellotvvod.com:9906/d06ef9ff95844798a0cfa252fea4564a.ts
博斯网球台,p2p://ns2.hellotvvod.com:9906/c53194a32a1440b697a5e4bd5aefcbb9.ts
博斯魅力网,p2p://ns2.hellotvvod.com:9906/7b182c90a4d440feac5a9f9638d50223.ts
博斯无限台,p2p://ns2.hellotvvod.com:9906/060ce59f1ecf4882a9dadff5f432c19f.ts
博斯无限二台,p2p://ns2.hellotvvod.com:9906/89bd015ae4764af2a79b9cca01080c51.ts
博斯运动,p2p://ns2.hellotvvod.com:9906/f8422d3da42f4f508ee5060ebff19bd0.ts
ELEVEN体育2台,p2p://ns2.hellotvvod.com:9906/6c3ff3535d2b4c69bbcfe94e90df2730.ts
智林体育台,p2p://ns2.hellotvvod.com:9906/434bc63466164edd85459f306c220b30.ts
博斯运动二台,p2p://ns2.hellotvvod.com:9906/c762cbc365414f5b879bace32c5acb2a.ts
DMAX,p2p://ns2.hellotvvod.com:9906/7bda270cda75438f921340aab9a58897.ts
ELEVEN体育PLUS,p2p://ns2.hellotvvod.com:9906/90ca1fb937da4b079e2e7ffccc5e760c.ts
ROCKEntertainment,p2p://ns2.hellotvvod.com:9906/071a37fd0a194b279724bff24fa4f057.ts
爱尔达体育1台,p2p://ns2.hellotvvod.com:9906/bb8a4b4ef8f4490586e4a195286d6865.ts
爱尔达体育2台,p2p://ns2.hellotvvod.com:9906/ac22ae1744c84baa8bb1e8bb9ae636da.ts
爱尔达体育3台,p2p://ns2.hellotvvod.com:9906/e6b2b5c4fc5445b4bc1b0171ed18aaaa.ts
魅力足球,p2p://ns2.hellotvvod.com:9906/e54035c0957b4bf8b79e2892696de2ca.ts
新视觉,p2p://ns2.hellotvvod.com:9906/cb95d4113fe04d608831cfbfce7f5710.ts
广东体育,p2p://ns2.hellotvvod.com:9906/c3ca08b87d004ec6857f284306b47c20.ts
HKC体育台,p2p://ns2.hellotvvod.com:9906/69318c0a11724f84b52531c62fbb9afc.ts
CGTN,p2p://ns2.hellotvvod.com:9906/a58e08e415fc449185eb5155421ab3f4.ts
AstroSuperSport,p2p://ns2.hellotvvod.com:9906/46c1874db98e44e2897b3b666f63e5b3.ts
AstroSuperSport2,p2p://ns2.hellotvvod.com:9906/e7a877e3655648e595b28b29f1518692.ts
AstroSuperSport3,p2p://ns2.hellotvvod.com:9906/556ebf04baa340a98fff40f9e7d75ea8.ts
AstroSuperSport4,p2p://ns2.hellotvvod.com:9906/d34a9e12e4ce4fb2831e4e9e1ce3b465.ts
beINSports3,p2p://ns2.hellotvvod.com:9906/66d53b4e1827499483f14c21eda95773.ts
WWE,p2p://ns2.hellotvvod.com:9906/9b819d2a65ed47deb7e3e703cd788568.ts
DramaSangat,p2p://ns2.hellotvvod.com:9906/76dd5ab7008a436b853724c4dade5571.ts
RTMSport,p2p://ns2.hellotvvod.com:9906/21faa96fb7a44c0dba0e3eec264ca43c.ts
beINSports,p2p://ns2.hellotvvod.com:9906/38daba85641241c98b9029fe4f1c0df1.ts
EurosportHD,p2p://ns2.hellotvvod.com:9906/7631066b0f114f06a667be37dea4a593.ts
AstroSuperSport5,p2p://ns2.hellotvvod.com:9906/9bd1e201633648379bb551756fbe8e1f.ts
PremierSports,p2p://ns2.hellotvvod.com:9906/7703bc3f9fa74138833bb12ed94764ab.ts
GolfChannel,p2p://ns2.hellotvvod.com:9906/e2e2c71623024d3db3f3bffe508fc529.ts
beINSports2,p2p://ns2.hellotvvod.com:9906/4bad4a2b07a04c23be4c0c2184696272.ts
Vasantham,p2p://ns2.hellotvvod.com:9906/6009aa7c0d3644c4ac34bc2562439077.ts
FightSports,p2p://ns2.hellotvvod.com:9906/aaa7523b50e94eb58927ed82705fb501.ts
